setid,"Temperature, K","Pressure, kPa",Mole fraction of trimethylbenzylammonium chloride,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iXZCn,293,101.13,0.5,1104,Balaraman and Rathnasamy (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AARRxF,CCC(O)CO,"1,2-butanediol",,,
iXZCn,298,101.13,0.5,1093,Balaraman and Rathnasamy (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AARRxF,CCC(O)CO,"1,2-butanediol",,,
iXZCn,303,101.13,0.5,1083,Balaraman and Rathnasamy (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AARRxF,CCC(O)CO,"1,2-butanediol",,,
iXZCn,308,101.13,0.5,1073,Balaraman and Rathnasamy (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AARRxF,CCC(O)CO,"1,2-butanediol",,,
iXZCn,313,101.13,0.5,1064,Balaraman and Rathnasamy (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AARRxF,CCC(O)CO,"1,2-butanediol",,,
iXZCn,318,101.13,0.5,1057,Balaraman and Rathnasamy (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AARRxF,CCC(O)CO,"1,2-butanediol",,,
iXZCn,323,101.13,0.5,1049,Balaraman and Rathnasamy (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AARRxF,CCC(O)CO,"1,2-butanediol",,,
