setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DFAud,288.15,0.0046,100,1126.3,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,288.15,0.00824,100,1125.8,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,288.15,0.01121,100,1125.5,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,288.15,0.01423,100,1125.2,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,288.15,0.0177,100,1124.9,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,293.15,0.0046,100,1123.3,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,293.15,0.00824,100,1122.9,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,293.15,0.01121,100,1122.5,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,293.15,0.01423,100,1122.2,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,293.15,0.0177,100,1121.9,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,298.15,0.0046,100,1120.3,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,298.15,0.00824,100,1119.9,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,298.15,0.01121,100,1119.5,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,298.15,0.01423,100,1119.2,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,298.15,0.0177,100,1118.8,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,303.15,0.0046,100,1117.3,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,303.15,0.00824,100,1116.9,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,303.15,0.01121,100,1116.5,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,303.15,0.01423,100,1116.2,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,303.15,0.0177,100,1115.8,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,308.15,0.0046,100,1114.3,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,308.15,0.00824,100,1113.9,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,308.15,0.01121,100,1113.5,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,308.15,0.01423,100,1113.2,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,308.15,0.0177,100,1112.8,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,313.15,0.0046,100,1111.3,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,313.15,0.00824,100,1110.9,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,313.15,0.01121,100,1110.5,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,313.15,0.01423,100,1110.2,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,313.15,0.0177,100,1109.8,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
DFAud,318.15,0.0046,100,1108.3,Wang et al. (2022c),Density,Liquid,AAnSXd,COCCCC[n+]1ccn(C)c1.[Cl-],1-(4-methoxybutyl)-3-methylimidazolium chloride,AADYJk,O,water,,,
