setid,"Temperature, K","MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CQKWX,293.15,0.0001,101.33,998.198,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,293.15,0.0003,101.33,998.209,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,293.15,0.0005,101.33,998.221,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,293.15,0.002,101.33,998.31,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,293.15,0.004,101.33,998.425,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,293.15,0.006,101.33,998.538,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,293.15,0.008,101.33,998.647,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,293.15,0.01,101.33,998.75,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,293.15,0.012,101.33,998.851,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,293.15,0.014,101.33,998.949,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,293.15,0.016,101.33,999.048,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,293.15,0.018,101.33,999.145,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,293.15,0.02,101.33,999.237,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,293.15,0.022,101.33,999.338,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,293.15,0.024,101.33,999.426,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,298.15,0.0001,101.33,997.034,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,298.15,0.0003,101.33,997.045,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,298.15,0.0005,101.33,997.057,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,298.15,0.002,101.33,997.144,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
CQKWX,298.15,0.004,101.33,997.255,Hossain et al. (2014),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
