setid,"Temperature, K","MolaLity of trihexylammonium hexanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PlaCu,293.15,0.07393,100,866.491,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,293.15,0.12963,100,866.26,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,293.15,0.19902,100,865.983,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,293.15,0.25667,100,865.778,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,293.15,0.3054,100,865.654,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,293.15,0.36777,100,865.417,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,293.15,0.4418,100,865.271,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,293.15,0.51734,100,864.996,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,298.15,0.07393,100,861.848,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,298.15,0.12963,100,861.633,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,298.15,0.19902,100,861.38,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,298.15,0.25667,100,861.193,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,298.15,0.3054,100,861.083,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,298.15,0.36777,100,860.867,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,298.15,0.4418,100,860.74,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,298.15,0.51734,100,860.489,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,303.15,0.07393,100,857.186,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,303.15,0.12963,100,856.991,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,303.15,0.19902,100,856.76,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,303.15,0.25667,100,856.591,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,303.15,0.3054,100,856.498,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,303.15,0.36777,100,856.302,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,303.15,0.4418,100,856.193,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,303.15,0.51734,100,855.969,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,308.15,0.07393,100,852.51,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,308.15,0.12963,100,852.332,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,308.15,0.19902,100,852.122,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,308.15,0.25667,100,851.974,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,308.15,0.3054,100,851.896,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,308.15,0.36777,100,851.721,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,308.15,0.4418,100,851.632,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,308.15,0.51734,100,851.431,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,313.15,0.07393,100,847.817,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,313.15,0.12963,100,847.655,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,313.15,0.19902,100,847.468,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,313.15,0.25667,100,847.335,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,313.15,0.3054,100,847.275,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,313.15,0.36777,100,847.119,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,313.15,0.4418,100,847.051,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,313.15,0.51734,100,846.873,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,318.15,0.07393,100,843.104,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,318.15,0.12963,100,842.956,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,318.15,0.19902,100,842.79,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,318.15,0.25667,100,842.676,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,318.15,0.3054,100,842.633,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
PlaCu,318.15,0.36777,100,842.497,Keshapolla et al. (2018),Density,Liquid,ABWIxJ,CCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,trihexylammonium hexanoate,AARlpN,Cc1ccccc1,toluene,,,
