setid,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Alblb,101,293.15,1.5389,Nath and Henni (2020),Density,Liquid,ABWsuo,C=CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3H-imidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
Alblb,101,298.15,1.5337,Nath and Henni (2020),Density,Liquid,ABWsuo,C=CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3H-imidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
Alblb,101,303.15,1.5285,Nath and Henni (2020),Density,Liquid,ABWsuo,C=CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3H-imidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
Alblb,101,308.15,1.5233,Nath and Henni (2020),Density,Liquid,ABWsuo,C=CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3H-imidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
Alblb,101,313.15,1.518,Nath and Henni (2020),Density,Liquid,ABWsuo,C=CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3H-imidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
Alblb,101,318.15,1.5127,Nath and Henni (2020),Density,Liquid,ABWsuo,C=CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3H-imidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
Alblb,101,323.15,1.5074,Nath and Henni (2020),Density,Liquid,ABWsuo,C=CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3H-imidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
Alblb,101,328.15,1.5019,Nath and Henni (2020),Density,Liquid,ABWsuo,C=CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3H-imidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
Alblb,101,333.15,1.496,Nath and Henni (2020),Density,Liquid,ABWsuo,C=CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3H-imidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
Alblb,101,338.15,1.4899,Nath and Henni (2020),Density,Liquid,ABWsuo,C=CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3H-imidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
Alblb,101,343.15,1.4836,Nath and Henni (2020),Density,Liquid,ABWsuo,C=CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-allyl-3H-imidazolium bis(trifluoromethylsulfonyl)imide,,,,,,
