setid,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zlqvW,0.0602,298.15,101,853.5,Domanska et al. (2006b),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
zlqvW,0.1753,298.15,101,917.4,Domanska et al. (2006b),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
zlqvW,0.2702,298.15,101,964,Domanska et al. (2006b),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
zlqvW,0.3613,298.15,101,1004.6,Domanska et al. (2006b),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
zlqvW,0.4599,298.15,101,1044.5,Domanska et al. (2006b),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
zlqvW,0.5626,298.15,101,1082.2,Domanska et al. (2006b),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
zlqvW,0.6701,298.15,101,1117.9,Domanska et al. (2006b),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
zlqvW,0.7485,298.15,101,1141.9,Domanska et al. (2006b),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
zlqvW,0.8569,298.15,101,1172.5,Domanska et al. (2006b),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
zlqvW,0.9714,298.15,101,1202,Domanska et al. (2006b),Density,Liquid,AAThYT,CCCCCCO,hexan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
