setid,"Temperature, K","MolaLity of N,N-dimethylbenzylammonium acetate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HvURs,293.15,0,101.3,998.206,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,293.15,0.02089,101.3,998.641,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,293.15,0.05935,101.3,999.355,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,293.15,0.0822,101.3,999.78,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,293.15,0.14273,101.3,1000.92,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,293.15,0.22083,101.3,1002.39,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,293.15,0.24237,101.3,1002.77,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,293.15,0.30119,101.3,1003.85,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,293.15,0.33032,101.3,1004.37,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,293.15,0.41568,101.3,1005.89,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,298.15,0,101.3,997.052,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,298.15,0.02089,101.3,997.475,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,298.15,0.05935,101.3,998.17,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,298.15,0.0822,101.3,998.587,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,298.15,0.14273,101.3,999.698,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,298.15,0.22083,101.3,1001.12,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,298.15,0.24237,101.3,1001.49,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,298.15,0.30119,101.3,1002.54,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,298.15,0.33032,101.3,1003.04,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,298.15,0.41568,101.3,1004.51,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,303.15,0,101.3,995.66,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,303.15,0.02089,101.3,996.071,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,303.15,0.05935,101.3,996.748,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,303.15,0.0822,101.3,997.156,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,303.15,0.14273,101.3,998.239,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,303.15,0.22083,101.3,999.624,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,303.15,0.24237,101.3,999.984,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,303.15,0.30119,101.3,1001,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,303.15,0.33032,101.3,1001.49,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,303.15,0.41568,101.3,1002.93,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,308.15,0,101.3,994.043,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,308.15,0.02089,101.3,994.447,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,308.15,0.05935,101.3,995.112,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,308.15,0.0822,101.3,995.511,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,308.15,0.14273,101.3,996.569,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,308.15,0.22083,101.3,997.923,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,308.15,0.24237,101.3,998.274,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,308.15,0.30119,101.3,999.265,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,308.15,0.33032,101.3,999.744,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,308.15,0.41568,101.3,1001.13,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,313.15,0,101.3,992.227,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,313.15,0.02089,101.3,992.622,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,313.15,0.05935,101.3,993.273,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,313.15,0.0822,101.3,993.666,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,313.15,0.14273,101.3,994.705,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,313.15,0.22083,101.3,996.028,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,313.15,0.24237,101.3,996.37,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,313.15,0.30119,101.3,997.339,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,313.15,0.33032,101.3,997.806,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,313.15,0.41568,101.3,999.172,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,318.15,0,101.3,990.226,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,318.15,0.02089,101.3,990.615,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,318.15,0.05935,101.3,991.255,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,318.15,0.0822,101.3,991.64,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,318.15,0.14273,101.3,992.657,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,318.15,0.22083,101.3,993.956,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,318.15,0.24237,101.3,994.288,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,318.15,0.30119,101.3,995.24,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,318.15,0.33032,101.3,995.695,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
HvURs,318.15,0.41568,101.3,997.013,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate",,,
