setid,"MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Temperature, K","Solvent: MolaRity of tetradecyltrimethylammonium bromide, mol/dm3","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BcJRB,0,101,298.15,0.1,998.003,Talele and Kishore (2014),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
BcJRB,0.077621,101,298.15,0.1,1000.46,Talele and Kishore (2014),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
BcJRB,0.101018,101,298.15,0.1,1001.21,Talele and Kishore (2014),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
BcJRB,0.146965,101,298.15,0.1,1002.64,Talele and Kishore (2014),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
BcJRB,0.201525,101,298.15,0.1,1004.33,Talele and Kishore (2014),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
BcJRB,0.2501,101,298.15,0.1,1005.82,Talele and Kishore (2014),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
BcJRB,0.296155,101,298.15,0.1,1007.24,Talele and Kishore (2014),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
BcJRB,0.349998,101,298.15,0.1,1008.88,Talele and Kishore (2014),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
BcJRB,0.379875,101,298.15,0.1,1009.78,Talele and Kishore (2014),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
