setid,"Temperature, K",Mole fraction of ethanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mtuSp,313.15,0.955,101,812.12,Gonzalez et al. (2006),Density,Liquid,AAIsrh,CCO,ethanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mtuSp,313.15,0.9794,101,792.15,Gonzalez et al. (2006),Density,Liquid,AAIsrh,CCO,ethanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mtuSp,313.15,1,101,772.07,Gonzalez et al. (2006),Density,Liquid,AAIsrh,CCO,ethanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mtuSp,328.15,0,101,991.7,Gonzalez et al. (2006),Density,Liquid,AAIsrh,CCO,ethanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mtuSp,328.15,0.0449,101,989,Gonzalez et al. (2006),Density,Liquid,AAIsrh,CCO,ethanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mtuSp,328.15,0.1305,101,983.6,Gonzalez et al. (2006),Density,Liquid,AAIsrh,CCO,ethanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mtuSp,328.15,0.2969,101,971,Gonzalez et al. (2006),Density,Liquid,AAIsrh,CCO,ethanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mtuSp,328.15,0.4753,101,951.7,Gonzalez et al. (2006),Density,Liquid,AAIsrh,CCO,ethanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mtuSp,328.15,0.6858,101,914.05,Gonzalez et al. (2006),Density,Liquid,AAIsrh,CCO,ethanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mtuSp,328.15,0.8809,101,846.68,Gonzalez et al. (2006),Density,Liquid,AAIsrh,CCO,ethanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mtuSp,328.15,0.917,101,826.15,Gonzalez et al. (2006),Density,Liquid,AAIsrh,CCO,ethanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mtuSp,328.15,0.955,101,799.94,Gonzalez et al. (2006),Density,Liquid,AAIsrh,CCO,ethanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mtuSp,328.15,0.9794,101,779.38,Gonzalez et al. (2006),Density,Liquid,AAIsrh,CCO,ethanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mtuSp,328.15,1,101,758.6,Gonzalez et al. (2006),Density,Liquid,AAIsrh,CCO,ethanol,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
