setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hWMaI,293.15,0.0182,100,1000.5,Vranes et al. (2014c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
hWMaI,293.15,0.0664,100,1111.3,Vranes et al. (2014c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
hWMaI,293.15,0.0998,100,1171.6,Vranes et al. (2014c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
hWMaI,293.15,0.201,100,1304.8,Vranes et al. (2014c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
hWMaI,293.15,0.3017,100,1392.57,Vranes et al. (2014c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
hWMaI,293.15,0.4016,100,1455.03,Vranes et al. (2014c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
hWMaI,293.15,0.5024,100,1502.36,Vranes et al. (2014c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
hWMaI,293.15,0.597,100,1536.91,Vranes et al. (2014c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
hWMaI,293.15,0.6927,100,1565.42,Vranes et al. (2014c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
hWMaI,293.15,0.756,100,1581.39,Vranes et al. (2014c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
hWMaI,293.15,0.7924,100,1589.58,Vranes et al. (2014c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
hWMaI,293.15,0.8499,100,1602.04,Vranes et al. (2014c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
