setid,"Solvent: MolaLity of propylammonium formate, mol/kg","MolaLity of D-glucose, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RakRk,0,0.0912,318.15,100,996.24,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.0912,323.15,100,994.028,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1108,293.15,100,1005.8,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1108,298.15,100,1004.47,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1108,303.15,100,1003.05,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1108,308.15,100,1001.39,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1108,313.15,100,999.553,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1108,318.15,100,997.508,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1108,323.15,100,995.295,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1312,293.15,100,1007.16,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1312,298.15,100,1005.8,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1312,303.15,100,1004.38,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1312,308.15,100,1002.71,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1312,313.15,100,1000.87,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1312,318.15,100,998.817,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1312,323.15,100,996.6,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1499,293.15,100,1008.4,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1499,298.15,100,1007,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1499,303.15,100,1005.58,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1499,308.15,100,1003.91,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1499,313.15,100,1002.06,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1499,318.15,100,1000,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0,0.1499,323.15,100,997.788,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0,293.15,100,999.222,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0,298.15,100,997.851,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0,303.15,100,996.637,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0,308.15,100,994.884,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0,313.15,100,993.191,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0,318.15,100,990.986,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0,323.15,100,988.793,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0495,293.15,100,1002.63,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0495,298.15,100,1001.2,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0495,303.15,100,999.971,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0495,308.15,100,998.217,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0495,313.15,100,996.539,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0495,318.15,100,994.338,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0495,323.15,100,992.151,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0715,293.15,100,1004.13,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0715,298.15,100,1002.66,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0715,303.15,100,1001.43,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0715,308.15,100,999.678,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0715,313.15,100,998.005,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0715,318.15,100,995.809,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0715,323.15,100,993.623,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0913,293.15,100,1005.48,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0913,298.15,100,1003.98,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0913,303.15,100,1002.74,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0913,308.15,100,1000.99,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0913,313.15,100,999.325,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0913,318.15,100,997.132,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.0913,323.15,100,994.949,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1102,293.15,100,1006.75,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1102,298.15,100,1005.22,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1102,303.15,100,1003.98,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1102,308.15,100,1002.22,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1102,313.15,100,1000.57,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1102,318.15,100,998.381,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1102,323.15,100,996.196,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1326,293.15,100,1008.25,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1326,298.15,100,1006.69,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1326,303.15,100,1005.44,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1326,308.15,100,1003.68,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1326,313.15,100,1002.04,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1326,318.15,100,999.855,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1326,323.15,100,997.675,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1504,293.15,100,1009.43,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1504,298.15,100,1007.84,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1504,303.15,100,1006.59,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1504,308.15,100,1004.83,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1504,313.15,100,1003.2,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1504,318.15,100,1001.02,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.1,0.1504,323.15,100,998.84,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.2,0,293.15,100,1000.07,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.2,0,298.15,100,998.673,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.2,0,303.15,100,997.448,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.2,0,308.15,100,995.676,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.2,0,313.15,100,993.97,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
RakRk,0.2,0,318.15,100,991.749,Singh et al. (2016c),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AADYJk,O,water,AAULkX,CCC[NH3+].O=C[O-],propylammonium formate
