setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YYPBk,278.15,0.05,101,887.53,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,278.15,0.0999,101,953.96,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,278.15,0.1501,101,1010.97,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,278.15,0.2004,101,1060.17,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,278.15,0.2988,101,1138,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,278.15,0.4007,101,1201.1,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,278.15,0.5006,101,1250.8,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,278.15,0.6007,101,1291.8,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,278.15,0.7014,101,1326.9,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,278.15,0.7998,101,1354.5,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,278.15,0.8435,101,1366,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,278.15,0.9006,101,1379.4,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,278.15,0.9501,101,1390.5,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,288.15,0.05,101,876.86,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,288.15,0.0999,101,943.44,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,288.15,0.1501,101,1000.75,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,288.15,0.2004,101,1050.21,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,288.15,0.2988,101,1128.3,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,288.15,0.4007,101,1191.8,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,288.15,0.5006,101,1241.7,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,288.15,0.6007,101,1282.8,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,288.15,0.7014,101,1318,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,288.15,0.7998,101,1345.8,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,288.15,0.8435,101,1357.3,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,288.15,0.9006,101,1370.8,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,288.15,0.9501,101,1382,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
YYPBk,298.15,0.05,101,866.08,Vercher et al. (2010a),Density,Liquid,AALIPU,CC(C)=O,acetone,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
