setid,"Temperature, K","MolaLity of 2-aminoacetic acid, mol/kg","Solvent: MolaLity of 1-butyl-3-methylimidazolium ibuprofenate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jNXmv,288.15,0.1537,0.109,86.8,1006.4,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.1545,0.2642,86.8,1010.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.1962,0,86.8,1005.4,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.2013,0.1801,86.8,1009.6,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.208,0.109,86.8,1008.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.2082,0.2642,86.8,1011.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.2484,0,86.8,1007.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.2518,0.2642,86.8,1013.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.252,0.109,86.8,1009.4,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.2569,0.1801,86.8,1011.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.297,0.109,86.8,1010.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.3032,0,86.8,1008.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.3072,0.1801,86.8,1012.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.3115,0.2642,86.8,1014.9,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.3499,0.109,86.8,1012.5,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.3502,0.1801,86.8,1014.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.3535,0.2642,86.8,1016.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.3537,0,86.8,1010.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.3934,0.1801,86.8,1015.5,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.3997,0.109,86.8,1014,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.4004,0,86.8,1011.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.4008,0.2642,86.8,1017.6,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.4462,0.1801,86.8,1017,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.4467,0.109,86.8,1015.4,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.4472,0.2642,86.8,1018.9,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,288.15,0.4496,0,86.8,1013.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0,0,86.8,997,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0,0.109,86.8,999.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0,0.1801,86.8,1000.6,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0,0.2642,86.8,1002.4,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.1075,0.1801,86.8,1004,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.114,0.109,86.8,1002.7,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.1142,0,86.8,1000.6,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.1163,0.2642,86.8,1006,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.1501,0.1801,86.8,1005.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.1525,0,86.8,1001.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.1537,0.109,86.8,1003.9,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.1545,0.2642,86.8,1007.2,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.1962,0,86.8,1003.2,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.2013,0.1801,86.8,1006.9,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.208,0.109,86.8,1005.6,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.2082,0.2642,86.8,1008.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.2484,0,86.8,1004.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.2518,0.2642,86.8,1010.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.252,0.109,86.8,1006.9,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.2569,0.1801,86.8,1008.5,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.297,0.109,86.8,1008.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.3032,0,86.8,1006.5,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.3072,0.1801,86.8,1010,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.3115,0.2642,86.8,1011.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.3499,0.109,86.8,1009.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.3502,0.1801,86.8,1011.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.3535,0.2642,86.8,1013.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.3537,0,86.8,1008,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.3934,0.1801,86.8,1012.6,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.3997,0.109,86.8,1011.3,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.4004,0,86.8,1009.4,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.4008,0.2642,86.8,1014.5,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.4462,0.1801,86.8,1014.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.4467,0.109,86.8,1012.7,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.4472,0.2642,86.8,1015.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,298.15,0.4496,0,86.8,1010.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0,0,86.8,994,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0,0.109,86.8,995.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0,0.1801,86.8,997.1,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0,0.2642,86.8,998.7,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.1075,0.1801,86.8,1000.4,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.114,0.109,86.8,999.4,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.1142,0,86.8,997.6,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.1163,0.2642,86.8,1002.2,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.1501,0.1801,86.8,1001.7,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.1525,0,86.8,998.8,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.1537,0.109,86.8,1000.6,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
jNXmv,308.15,0.1545,0.2642,86.8,1003.4,Shekaari et al. (2016c),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,ABOMSG,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCn1cc[n+](C)c1,1-butyl-3-methylimidazolium ibuprofenate
