setid,"Temperature, K",Mole fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AcskB,298.15,0.045,101,1145.9,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,298.15,0.091,101,1145.7,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,298.15,0.126,101,1145.4,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,298.15,0.152,101,1145.3,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,298.15,0.193,101,1144.9,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,298.15,0.267,101,1143.9,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,298.15,0.335,101,1143,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,303.15,0.045,101,1143,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,303.15,0.091,101,1142.7,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,303.15,0.126,101,1142.4,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,303.15,0.152,101,1142.3,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,303.15,0.193,101,1141.8,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,303.15,0.267,101,1140.9,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,303.15,0.335,101,1140.1,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,313.15,0.045,101,1136.9,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,313.15,0.091,101,1136.7,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,313.15,0.126,101,1136.6,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,313.15,0.152,101,1136.4,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,313.15,0.193,101,1136,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,313.15,0.267,101,1135.1,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,313.15,0.335,101,1134.4,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,323.15,0.045,101,1131,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,323.15,0.091,101,1131,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,323.15,0.126,101,1130.7,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,323.15,0.152,101,1130.6,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,323.15,0.193,101,1130.2,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,323.15,0.267,101,1129.5,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,323.15,0.335,101,1128.6,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
AcskB,328.15,0.045,101,1128.2,Jimenez de la Parra et al. (2015),Density,Liquid,AADYJk,O,water,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,,,
