setid,"Temperature, K","Pressure, kPa","Mole fraction of 1,3-dimethylimidazolium methylsulfate","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
scsUl,313.15,20000,0.2255,1112.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,20000,0.3487,1187.4,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,20000,0.4358,1223.8,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,20000,0.5999,1267.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,20000,0.678,1280.6,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,20000,0.7985,1300.7,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,20000,0.8788,1314.7,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,25000,0.0595,916.36,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,25000,0.1256,1011.65,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,25000,0.2255,1115.6,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,25000,0.3487,1189.5,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,25000,0.4358,1225.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,25000,0.5999,1269.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,25000,0.678,1282.6,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,25000,0.7985,1302.6,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,25000,0.8788,1316.7,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,100,0.0595,892.75,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,100,0.1256,991.27,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,100,0.2255,1098.1,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,100,0.3487,1173.6,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,100,0.4358,1211,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,100,0.5999,1256.2,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,100,0.678,1268.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,100,0.7985,1289.6,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,100,0.8788,1303,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,2500,0.0595,894.76,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,2500,0.1256,992.74,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,2500,0.2255,1099.36,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,2500,0.3487,1175.3,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,2500,0.4358,1212.1,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,2500,0.5999,1256.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,2500,0.678,1269.5,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,2500,0.7985,1289.8,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,2500,0.8788,1303.5,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,5000,0.0595,896.93,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,5000,0.1256,994.61,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,5000,0.2255,1101.05,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,5000,0.3487,1176.7,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,5000,0.4358,1213.3,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,5000,0.5999,1258.2,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,5000,0.678,1270.7,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,5000,0.7985,1290.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,5000,0.8788,1304.8,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,10000,0.0595,901.12,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,10000,0.1256,997.98,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,10000,0.2255,1103.84,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,10000,0.3487,1179.2,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,10000,0.4358,1215.6,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,10000,0.5999,1260.1,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,10000,0.678,1272.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,10000,0.7985,1293.1,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,10000,0.8788,1306.8,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,15000,0.0595,905.02,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,15000,0.1256,1001.35,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,15000,0.2255,1106.4,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,15000,0.3487,1181.5,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,15000,0.4358,1217.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,15000,0.5999,1262.3,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,15000,0.678,1274.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,15000,0.7985,1295.1,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,15000,0.8788,1308.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,20000,0.0595,908.73,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,20000,0.1256,1004.57,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,20000,0.2255,1109.1,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,20000,0.3487,1183.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,20000,0.4358,1220.1,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,20000,0.5999,1264.2,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,20000,0.678,1276.8,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,20000,0.7985,1297,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,20000,0.8788,1310.8,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,25000,0.0595,912.33,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,318.15,25000,0.1256,1007.78,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
