setid,"Temperature, K","Pressure, kPa","Mole fraction of 1,3-dimethylimidazolium methylsulfate","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
scsUl,313.15,100,0.0595,897.4,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,100,0.1256,995.68,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,100,0.2255,1099.73,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,100,0.3487,1178,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,100,0.4358,1214.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,100,0.5999,1259.6,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,100,0.678,1272.4,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,100,0.7985,1293.3,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,100,0.8788,1306.7,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,2500,0.0595,899.34,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,2500,0.1256,997.08,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,2500,0.2255,1103.45,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,2500,0.3487,1178.8,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,2500,0.4358,1215.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,2500,0.5999,1260.5,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,2500,0.678,1273.3,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,2500,0.7985,1293.7,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,2500,0.8788,1307.6,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,5000,0.0595,901.48,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,5000,0.1256,998.93,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,5000,0.2255,1105.04,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,5000,0.3487,1180.1,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,5000,0.4358,1217.1,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,5000,0.5999,1261.6,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,5000,0.678,1274.4,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,5000,0.7985,1294.8,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,5000,0.8788,1308.8,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,10000,0.0595,905.53,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,10000,0.1256,1002.32,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,10000,0.2255,1107.82,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,10000,0.3487,1182.5,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,10000,0.4358,1219.4,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,10000,0.5999,1263.8,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,10000,0.678,1276.6,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,10000,0.7985,1296.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,10000,0.8788,1310.8,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,15000,0.0595,909.28,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,15000,0.1256,1005.47,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,15000,0.2255,1110.6,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,15000,0.3487,1184.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,15000,0.4358,1221.5,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,15000,0.5999,1265.9,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,15000,0.678,1278.5,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,15000,0.7985,1298.8,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,15000,0.8788,1312.8,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,20000,0.0595,912.87,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
scsUl,313.15,20000,0.1256,1008.72,Goldon et al. (2007),Density,Liquid,AAGIBL,CO,methanol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
