setid,Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wTrJT,0,101,298.15,881.2,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
wTrJT,0.0471,101,298.15,905.88,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
wTrJT,0.0957,101,298.15,928.17,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
wTrJT,0.2008,101,298.15,968.37,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
wTrJT,0.2935,101,298.15,996.58,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
wTrJT,0.3496,101,298.15,1011.04,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
wTrJT,0.3987,101,298.15,1022.29,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
wTrJT,0.4449,101,298.15,1031.99,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
wTrJT,0.5008,101,298.15,1042.56,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
wTrJT,0.5504,101,298.15,1051.11,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
wTrJT,0.6016,101,298.15,1059.25,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
wTrJT,0.7028,101,298.15,1073.46,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
wTrJT,0.803,101,298.15,1085.48,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
wTrJT,0.8994,101,298.15,1095.6,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
wTrJT,1,101,298.15,1105,Zhu et al. (2012b),Density,Liquid,AAThcz,CCCOC(C)=O,propyl ethanoate,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
