setid,"MolaLity of tetrapentylammonium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VilxZ,0.02007,298.15,101,-1.66,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,
VilxZ,0.06062,298.15,101,-3.232,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,
VilxZ,0.08217,298.15,101,-6.634,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,
VilxZ,0.09517,298.15,101,-7.639,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,
VilxZ,0.11297,298.15,101,-9.003,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,
VilxZ,0.15476,298.15,101,-12.172,Zana et al. (1982),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,
