setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VsXgs,303.15,0.0984,101,865,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,303.15,0.1972,101,910,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,303.15,0.2963,101,955,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,303.15,0.3958,101,1001,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,303.15,0.4956,101,1047,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,303.15,0.5958,101,1093,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,303.15,0.6963,101,1140,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,303.15,0.7972,101,1187,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,303.15,0.8984,101,1234,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,308.15,0.0984,101,862,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,308.15,0.1972,101,906,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,308.15,0.2963,101,952,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,308.15,0.3958,101,997,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,308.15,0.4956,101,1043,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,308.15,0.5958,101,1090,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,308.15,0.6963,101,1137,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,308.15,0.7972,101,1184,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
VsXgs,308.15,0.8984,101,1231,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAbmyh,CCCCCCCCCO,nonan-1-ol,,,
