setid,"MolaRity of tetrahexylammonium bromide, mol/dm3","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SrxCs,0.01184,101.3,298,937.12,Das et al. (2003a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABfdDn,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetrahexylammonium bromide,,,
SrxCs,0.03154,101.3,298,938.02,Das et al. (2003a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABfdDn,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetrahexylammonium bromide,,,
SrxCs,0.05126,101.3,298,938.88,Das et al. (2003a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABfdDn,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetrahexylammonium bromide,,,
SrxCs,0.07096,101.3,298,939.71,Das et al. (2003a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABfdDn,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetrahexylammonium bromide,,,
SrxCs,0.09066,101.3,298,940.5,Das et al. (2003a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABfdDn,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetrahexylammonium bromide,,,
SrxCs,0.11431,101.3,298,941.43,Das et al. (2003a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABfdDn,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetrahexylammonium bromide,,,
