setid,"Temperature, K",Mole fraction of 1-butyl-2-methylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
StIdo,298.15,0,101,1245.38,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,298.15,0.0366,101,1248.09,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,298.15,0.058,101,1247.94,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,298.15,0.0925,101,1246.65,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,298.15,0.1182,101,1245.45,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,298.15,0.222,101,1238.73,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,298.15,0.3249,101,1231.81,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,298.15,0.4381,101,1225.08,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,298.15,0.5312,101,1220.05,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,298.15,0.623,101,1215.55,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,298.15,0.7325,101,1210.76,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,298.15,0.8178,101,1207.49,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,298.15,0.8887,101,1205.02,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,298.15,1,101,1201.67,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0,101,1216.21,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0.057,101,1221.94,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0.0769,101,1222.21,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0.0957,101,1222.02,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0.1394,101,1220.73,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0.1946,101,1219.25,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0.2943,101,1214.68,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0.3876,101,1210.39,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0.4898,101,1205.69,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0.5983,101,1201.09,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0.6903,101,1197.82,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0.7192,101,1196.73,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0.7928,101,1194.31,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0.8313,101,1192.96,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,0.8932,101,1191.14,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
StIdo,318.15,1,101,1188.29,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtepM,CCCC[n+]1ccccc1C.F[B-](F)(F)F,1-butyl-2-methylpyridinium tetrafluoroborate,,,
