setid,"Temperature, K",Mole fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dHtTq,293.15,0,101.3,1050.5,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,293.15,0.1412,101.3,1048.6,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,293.15,0.2063,101.3,1047.7,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,293.15,0.3051,101.3,1046.2,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,293.15,0.3932,101.3,1044.6,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,293.15,0.5025,101.3,1042.3,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,293.15,0.5971,101.3,1040.2,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,293.15,0.7035,101.3,1037.2,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,293.15,0.8016,101.3,1033.6,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,293.15,1,101.3,997.5,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,303.15,0,101.3,1043.9,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,303.15,0.1497,101.3,1041.5,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,303.15,0.1986,101.3,1040.7,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,303.15,0.3091,101.3,1039.2,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,303.15,0.3989,101.3,1037.7,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,303.15,0.4955,101.3,1036.1,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,303.15,0.5999,101.3,1033.9,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,303.15,0.6982,101.3,1031.1,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
dHtTq,303.15,0.8004,101.3,1027.3,Ayad et al. (2021),Density,Liquid,AADYJk,O,water,AAsEJq,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,1-butyl-3-methylimidazolium tricyanomethane,,,
