setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jbWuY,318.15,1,100,1353,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
jbWuY,323.15,0,100,1100.1,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
jbWuY,323.15,0.0507,100,1147,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
jbWuY,323.15,0.0999,100,1181.4,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
jbWuY,323.15,0.1544,100,1210.8,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
jbWuY,323.15,0.1999,100,1230.5,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
jbWuY,323.15,0.3004,100,1263,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
jbWuY,323.15,0.404,100,1287,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
jbWuY,323.15,0.5044,100,1305,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
jbWuY,323.15,0.596,100,1317,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
jbWuY,323.15,0.7027,100,1328,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
jbWuY,323.15,0.8182,100,1338,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
jbWuY,323.15,0.8924,100,1343,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
jbWuY,323.15,1,100,1349,Papovic et al. (2016c),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
