setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fOCEO,308.15,0.2002,101,1267.93,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,308.15,0.3038,101,1351.43,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,308.15,0.3944,101,1404.36,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,308.15,0.4946,101,1449.18,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,308.15,0.5997,101,1485.78,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,308.15,0.6972,101,1512.87,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,308.15,0.7887,101,1534.11,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,308.15,0.8853,101,1553.16,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,313.15,0.0165,101,973.88,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,313.15,0.0379,101,1024.98,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,313.15,0.0636,101,1077.52,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,313.15,0.0999,101,1139.55,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,313.15,0.1381,101,1193.09,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,313.15,0.2002,101,1262.4,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,313.15,0.3038,101,1345.95,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,313.15,0.3944,101,1398.78,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,313.15,0.4946,101,1443.63,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,313.15,0.5997,101,1480.25,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,313.15,0.6972,101,1507.34,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,313.15,0.7887,101,1528.58,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,313.15,0.8853,101,1547.65,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,318.15,0.0165,101,968.76,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,318.15,0.0379,101,1019.76,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,318.15,0.0636,101,1072.2,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
fOCEO,318.15,0.0999,101,1134.13,Gadzuric et al. (2014),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
