setid,"MolaLity of tetrapropylammonium bromide, mol/kg","Temperature, K","Pressure, kPa",Solvent: Mole fraction of acetonitrile,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vzgJg,0,298.15,101.325,0.5533,1070.54,Zhao et al. (2004a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAQwFH,O=C1OCCO1,ethylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
vzgJg,0.00967,298.15,101.325,0.5533,1070.72,Zhao et al. (2004a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAQwFH,O=C1OCCO1,ethylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
vzgJg,0.02256,298.15,101.325,0.5533,1070.95,Zhao et al. (2004a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAQwFH,O=C1OCCO1,ethylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
vzgJg,0.03062,298.15,101.325,0.5533,1071.08,Zhao et al. (2004a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAQwFH,O=C1OCCO1,ethylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
vzgJg,0.04401,298.15,101.325,0.5533,1071.32,Zhao et al. (2004a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAQwFH,O=C1OCCO1,ethylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
vzgJg,0.06343,298.15,101.325,0.5533,1071.65,Zhao et al. (2004a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAQwFH,O=C1OCCO1,ethylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
vzgJg,0.07923,298.15,101.325,0.5533,1071.91,Zhao et al. (2004a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAQwFH,O=C1OCCO1,ethylene carbonate,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
