setid,"Pressure, kPa",Mole fraction of carbon dioxide,"Temperature, K",Specific volume<SUP>*</SUP>,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cPygM,480,0.1,313.15,0.05,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,940,0.25,313.15,0.06,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,1740,0.41,313.15,0.08,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,1900,0.44,313.15,0.09,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,2540,0.51,313.15,0.11,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,2970,0.56,313.15,0.12,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,3280,0.58,313.15,0.14,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,3770,0.61,313.15,0.17,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,4430,0.64,313.15,0.2,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,5690,0.69,313.15,0.26,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,6450,0.72,313.15,0.31,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,7210,0.74,313.15,0.36,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,7960,0.76,313.15,0.4,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,8670,0.77,313.15,0.42,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,9230,0.78,313.15,0.44,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,9850,0.78,313.15,0.45,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,11960,0.79,313.15,0.48,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,15170,0.79,313.15,0.51,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
cPygM,18380,0.8,313.15,0.53,Nunes da Ponte and Zakrzewska (2016),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
