setid,"Solvent: Mole fraction of 2,6-dimethylpyridine",Mole ratio to solvent: 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cuwXf,0.03,0,298.14,101,995.607,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0,298.15,101,995.62,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0,303.15,101,993.354,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0,303.15,101,993.378,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,3.6e-05,273.15,101,1003.85,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,3.6e-05,278.15,101,1002.73,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,3.6e-05,283.15,101,1001.34,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,3.6e-05,288.15,101,999.71,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,3.6e-05,293.14,101,997.86,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,3.6e-05,298.14,101,995.8,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,3.6e-05,303.15,101,993.543,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,3.93e-05,273.15,101,1003.86,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,3.93e-05,278.15,101,1002.74,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,3.93e-05,283.15,101,1001.35,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,3.93e-05,288.15,101,999.719,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,3.93e-05,293.15,101,997.866,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,3.93e-05,298.15,101,995.807,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,3.93e-05,303.15,101,993.55,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,7.54e-05,273.15,101,1004.04,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,7.54e-05,278.14,101,1002.92,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,7.54e-05,283.14,101,1001.53,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,7.54e-05,288.15,101,999.901,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,7.54e-05,293.14,101,998.049,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,7.54e-05,298.14,101,995.989,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,7.54e-05,303.15,101,993.728,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001121,273.15,101,1004.2,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001121,278.15,101,1003.08,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001121,283.15,101,1001.69,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001121,288.15,101,1000.06,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001121,293.14,101,998.209,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001121,298.15,101,996.148,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001121,303.15,101,993.885,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.000131,273.15,101,1004.32,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.000131,278.15,101,1003.2,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.000131,283.15,101,1001.82,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.000131,288.15,101,1000.19,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.000131,293.15,101,998.338,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.000131,298.15,101,996.277,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.000131,303.15,101,994.017,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001465,273.15,101,1004.41,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001465,278.15,101,1003.3,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001465,283.15,101,1001.91,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001465,288.15,101,1000.28,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001465,293.14,101,998.429,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001465,298.15,101,996.367,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001593,273.15,101,1004.12,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001593,278.15,101,1003.1,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001593,283.15,101,1001.8,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001593,288.15,101,1000.26,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001593,293.15,101,998.48,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001593,298.15,101,996.489,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001593,303.15,101,994.298,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001907,273.15,101,1004.66,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001907,278.15,101,1003.54,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001907,283.15,101,1002.16,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001907,288.15,101,1000.53,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001907,293.15,101,998.68,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001907,298.15,101,996.618,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.03,0.0001907,303.15,101,994.357,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0,273.15,101,1005.66,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0,278.15,101,1003.86,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0,283.15,101,1001.84,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
cuwXf,0.0499,0,288.15,101,999.629,Marczak et al. (2013),Density,Liquid,AAUfJj,Cc1cccc(C)n1,"2,6-dimethylpyridine",AADYJk,O,water,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
