setid,"Temperature, K",Mole fraction of acetonitrile,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
neKCq,303.02,0,101,1513.7,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,303.02,0.1024,101,1498.2,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,303.02,0.2554,101,1467.9,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,303.02,0.4878,101,1397.3,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,303.02,0.5514,101,1369.2,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,303.02,0.7615,101,1224.6,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,303.02,0.9441,101,939.1,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,303.02,1,101,771.3,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,322.41,0,101,1494.2,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,322.41,0.1196,101,1476.3,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,322.41,0.2243,101,1456.5,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,322.41,0.4481,101,1394.2,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,322.41,0.5104,101,1369.7,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,322.41,0.585,101,1333.9,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,322.41,0.8367,101,1116.5,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,322.41,0.9354,101,938,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
neKCq,322.41,1,101,750,Hong et al. (2006),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
