setid,Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ANKWy,0.0082,288.15,101,1197.3,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0082,293.15,101,1194.1,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0082,303.15,101,1187.6,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0082,308.15,101,1184.3,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0082,313.15,101,1180.9,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0082,318.15,101,1177.6,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0082,323.15,101,1174.5,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0082,328.15,101,1171.3,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0082,333.15,101,1168,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0104,288.15,101,1198.4,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0104,293.15,101,1195.2,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0104,303.15,101,1188.8,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0104,308.15,101,1185.5,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0104,313.15,101,1182,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0104,318.15,101,1178.8,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0104,323.15,101,1175.6,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0104,328.15,101,1172.5,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0104,333.15,101,1169.1,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0121,288.15,101,1199.4,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0121,293.15,101,1196.1,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0121,303.15,101,1189.7,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0121,308.15,101,1186.4,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0121,313.15,101,1182.9,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0121,318.15,101,1179.7,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0121,323.15,101,1176.4,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0121,328.15,101,1173.4,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0121,333.15,101,1170,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0158,288.15,101,1201.3,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0158,293.15,101,1198.1,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0158,303.15,101,1191.5,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
ANKWy,0.0158,308.15,101,1188.3,Hong et al. (2013a),Density,Liquid,AADYJk,O,water,AAmaPc,CC(O)C(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium lactate,,,
