setid,Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dJDnd,0.0007116,298.15,101,998.06,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.001428,298.15,101,999.52,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.001482,298.15,101,999.64,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.002238,298.15,101,1001.24,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.00296,298.15,101,1002.63,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.00296,298.15,101,1002.7,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.003642,298.15,101,1003.94,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.00447,298.15,101,1005.24,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.004747,298.15,101,1005.61,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.2816,298.15,101,1113.63,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.314,298.15,101,1116.76,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.3441,298.15,101,1119.43,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.3813,298.15,101,1122.4,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.4148,298.15,101,1124.8,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.5139,298.15,101,1130.6,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.5161,298.15,101,1130.7,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,0.7069,298.15,101,1138.7,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
dJDnd,1,298.15,101,1146.3,Stoppa et al. (2009),Density,Liquid,AADYJk,O,water,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
