setid,"Solvent: MolaLity of N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine, mol/kg","Temperature, K","MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AfOjH,0,303.15,0.1001,100,779.5,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,303.15,0.124,100,781.4,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,303.15,0.1424,100,782.9,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,303.15,0.1649,100,784.6,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,303.15,0.1832,100,786,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,303.15,0.2011,100,787.3,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,308.15,0,100,761.4,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,308.15,0.0208,100,763.1,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,308.15,0.0449,100,765.1,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,308.15,0.0648,100,766.8,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,308.15,0.0817,100,768.1,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,308.15,0.1001,100,769.6,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,308.15,0.124,100,771.5,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,308.15,0.1424,100,772.9,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,308.15,0.1649,100,774.7,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,308.15,0.1832,100,776.1,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,308.15,0.2011,100,777.4,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,313.15,0,100,752.5,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,313.15,0.0208,100,754.3,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,313.15,0.0449,100,756.3,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,313.15,0.0648,100,757.9,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,313.15,0.0817,100,759.3,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,313.15,0.1001,100,760.8,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,313.15,0.124,100,762.7,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,313.15,0.1424,100,764.1,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,313.15,0.1649,100,765.9,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,313.15,0.1832,100,767.3,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0,313.15,0.2011,100,768.6,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,298.15,0,100,779,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,298.15,0.0226,100,780.9,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,298.15,0.0402,100,782.3,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,298.15,0.0631,100,784.1,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,298.15,0.0811,100,785.6,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,298.15,0.1027,100,787.3,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,298.15,0.122,100,788.8,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,298.15,0.1437,100,790.5,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,298.15,0.1633,100,791.9,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,298.15,0.1779,100,793,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,298.15,0.2072,100,795.2,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,303.15,0,100,773.9,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,303.15,0.0226,100,775.8,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,303.15,0.0402,100,777.2,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,303.15,0.0631,100,779.1,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,303.15,0.0811,100,780.5,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,303.15,0.1027,100,782.2,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,303.15,0.122,100,783.8,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,303.15,0.1437,100,785.4,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,303.15,0.1633,100,786.9,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,303.15,0.1779,100,788,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,303.15,0.2072,100,790.2,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,308.15,0,100,765.5,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,308.15,0.0226,100,767.4,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,308.15,0.0402,100,768.9,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,308.15,0.0631,100,770.8,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,308.15,0.0811,100,772.2,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,308.15,0.1027,100,773.9,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
AfOjH,0.0412,308.15,0.122,100,775.5,Shekaari et al. (2015b),Density,Liquid,AAHueB,CC#N,acetonitrile,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide
