setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,Mole fraction of dimethyl sulfoxide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
badCR,308.15,1,0,100,1371.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0,0,100,760.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0,0,100,760.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0,0.0995,100,804.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0,0.2061,100,847,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0,0.2936,100,880.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0,0.4055,100,919.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0,0.5051,100,951.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0,0.6001,100,979.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0,0.7006,100,1007.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0,0.8072,100,1035.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0,0.8947,100,1057,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0,1,100,1080.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0,1,100,1080.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.0313,0.8985,100,1094.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.0628,0.8526,100,1114.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.0996,0.8035,100,1135.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.1026,0,100,949.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.1068,0.8932,100,1154.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.1328,0.7578,100,1153.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.1693,0.7074,100,1171.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.2015,0.7985,100,1203.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.2053,0,100,1066.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.2065,0.6555,100,1187.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.2333,0.6152,100,1197.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.2695,0.5629,100,1210.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.3044,0,100,1144.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.3077,0.6923,100,1243.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.3091,0.5059,100,1223.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.3343,0.4656,100,1230.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.361,0.4229,100,1237.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.3948,0,100,1196.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.4023,0.5977,100,1272.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.4096,0.3523,100,1250,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.4353,0.3096,100,1255.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.4741,0.2498,100,1263.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.4933,0.5067,100,1294.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.498,0,100,1242.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.5094,0.1935,100,1269.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.5368,0.1703,100,1276.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.5656,0.1458,100,1283.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.595,0,100,1276.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.5961,0.12,100,1289.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.6022,0.3978,100,1316,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.6284,0.0927,100,1296.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.6565,0.0845,100,1303.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.686,0.076,100,1310.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.6936,0,100,1304.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.6993,0.3007,100,1331.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.7058,0.0663,100,1314.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.7476,0.0458,100,1322.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.7929,0.2071,100,1345,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.801,0,100,1330,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.9005,0,100,1349.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,0.9008,0.0992,100,1358.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,1,0,100,1367.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,313.15,1,0,100,1367.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0,0,100,754.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0,0,100,754.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0,0.0995,100,798.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0,0.2061,100,841.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0,0.2936,100,875.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0,0.4055,100,914.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0,0.5051,100,946.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0,0.6001,100,974.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0,0.7006,100,1002.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0,0.8072,100,1030.4,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0,0.8947,100,1052,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0,1,100,1075.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0,1,100,1075.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.0313,0.8985,100,1089.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.0628,0.8526,100,1110.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.0996,0.8035,100,1131.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.1026,0,100,944.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.1068,0.8932,100,1149.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.1328,0.7578,100,1149.1,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.1693,0.7074,100,1166.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.2015,0.7985,100,1199,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.2053,0,100,1061.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.2065,0.6555,100,1182.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.2333,0.6152,100,1193,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.2695,0.5629,100,1206.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.3044,0,100,1139.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
badCR,318.15,0.3077,0.6923,100,1239.7,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,AAHueB,CC#N,acetonitrile
