setid,"Temperature, K","MolaLity of thiophene, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FdKkk,288.15,0,86.5,1179.4,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,288.15,0.0087,86.5,1179.2,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,288.15,0.022,86.5,1178.9,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,288.15,0.032,86.5,1178.7,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,288.15,0.0435,86.5,1178.4,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,288.15,0.0556,86.5,1178.2,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,288.15,0.0663,86.5,1178,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,288.15,0.0821,86.5,1177.7,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,288.15,0.0923,86.5,1177.5,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,288.15,0.107,86.5,1177.2,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,288.15,0.1464,86.5,1176.6,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,288.15,0.1765,86.5,1176.1,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,293.15,0,86.5,1176.2,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,293.15,0.0087,86.5,1176,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,293.15,0.022,86.5,1175.7,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,293.15,0.032,86.5,1175.5,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,293.15,0.0435,86.5,1175.2,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,293.15,0.0556,86.5,1175,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,293.15,0.0663,86.5,1174.8,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
