setid,"Temperature, K","MolaLity of thiophene, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FdKkk,293.15,0.0821,86.5,1174.5,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,293.15,0.0923,86.5,1174.3,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,293.15,0.107,86.5,1174,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,293.15,0.1464,86.5,1173.3,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,293.15,0.1765,86.5,1172.9,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,298.15,0,86.5,1173,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,298.15,0.0087,86.5,1172.8,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,298.15,0.022,86.5,1172.5,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,298.15,0.032,86.5,1172.3,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,298.15,0.0435,86.5,1172,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,298.15,0.0556,86.5,1171.8,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,298.15,0.0663,86.5,1171.6,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,298.15,0.0821,86.5,1171.3,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,298.15,0.0923,86.5,1171.1,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,298.15,0.107,86.5,1170.8,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,298.15,0.1464,86.5,1170.2,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,298.15,0.1765,86.5,1169.7,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,303.15,0,86.5,1169.9,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,303.15,0.0087,86.5,1169.7,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,303.15,0.022,86.5,1169.3,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,303.15,0.032,86.5,1169.1,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,303.15,0.0435,86.5,1168.9,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,303.15,0.0556,86.5,1168.6,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,303.15,0.0663,86.5,1168.4,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,303.15,0.0821,86.5,1168.1,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,303.15,0.0923,86.5,1167.9,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,303.15,0.107,86.5,1167.7,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,303.15,0.1464,86.5,1167,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
FdKkk,303.15,0.1765,86.5,1166.6,Shekaari et al. (2016a),Density,Liquid,AAQJSl,c1ccsc1,thiophene,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
