setid,"Temperature, K",Mole fraction of methanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MUElY,298.15,0,101,1008.4,Shao et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
MUElY,298.15,0.107,101,1004.9,Shao et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
MUElY,298.15,0.21,101,1000.73,Shao et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
MUElY,298.15,0.297,101,996.263,Shao et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
MUElY,298.15,0.402,101,989.36,Shao et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
MUElY,298.15,0.5021,101,980.548,Shao et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
MUElY,298.15,0.5994,101,968.97,Shao et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
MUElY,298.15,0.7015,101,951.447,Shao et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
MUElY,298.15,0.7998,101,925.328,Shao et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
MUElY,298.15,0.8999,101,879.8,Shao et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
MUElY,298.15,1,101,786.7,Shao et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
MUElY,303.15,0,101,1004.4,Shao et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
MUElY,303.15,0.107,101,1001,Shao et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
MUElY,303.15,0.21,101,996.739,Shao et al. (2012),Density,Liquid,AAGIBL,CO,methanol,AAkKSn,CCC(=O)[O-].CC[NH+]1CCNCC1,N-ethylpiperazinium propionate,,,
