setid,Mole fraction of 1-hexyl-3-methylimidazolium trifluoromethanesulfonate,"Temperature, K",Solvent: Weight fraction of sulfuric acid,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZbJGs,0.0095,293.2,0.955,100,1804.6,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0095,298.2,0.955,100,1800.8,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0095,303.2,0.955,100,1796.4,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0095,308.2,0.955,100,1792.3,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0095,313.2,0.955,100,1787,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0193,293.2,0.955,100,1779.1,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0193,298.2,0.955,100,1775.1,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0193,303.2,0.955,100,1771,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0193,308.2,0.955,100,1767.5,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0193,313.2,0.955,100,1762.4,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0333,293.2,0.955,100,1746.9,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0333,298.2,0.955,100,1742.1,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0333,303.2,0.955,100,1737.1,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0333,308.2,0.955,100,1732.5,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0333,313.2,0.955,100,1728,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0999,293.2,0.955,100,1611.2,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0999,298.2,0.955,100,1607.4,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0999,303.2,0.955,100,1602.9,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0999,308.2,0.955,100,1598.5,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.0999,313.2,0.955,100,1593.1,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.2004,293.2,0.955,100,1489.1,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.2004,298.2,0.955,100,1485.4,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.2004,303.2,0.955,100,1481.8,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.2004,308.2,0.955,100,1477.2,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.2004,313.2,0.955,100,1472.5,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.3,293.2,0.955,100,1414.8,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.3,298.2,0.955,100,1410.7,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.3,303.2,0.955,100,1406.8,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.3,308.2,0.955,100,1403.2,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.3,313.2,0.955,100,1399.4,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.4001,293.2,0.955,100,1365.1,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.4001,298.2,0.955,100,1361.5,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.4001,303.2,0.955,100,1357.5,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.4001,308.2,0.955,100,1354.4,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.4001,313.2,0.955,100,1350.2,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.5,293.2,0.955,100,1330.6,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.5,298.2,0.955,100,1326.8,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.5,303.2,0.955,100,1322.7,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.5,308.2,0.955,100,1319.2,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.5,313.2,0.955,100,1315.4,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.5999,293.2,0.955,100,1305.2,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.5999,298.2,0.955,100,1301.6,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.5999,303.2,0.955,100,1297.9,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.5999,308.2,0.955,100,1293.7,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.5999,313.2,0.955,100,1289.2,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.7,293.2,0.955,100,1283.6,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.7,298.2,0.955,100,1280.2,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.7,303.2,0.955,100,1276.9,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.7,308.2,0.955,100,1272.8,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.7,313.2,0.955,100,1268.5,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.8001,293.2,0.955,100,1266.8,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.8001,298.2,0.955,100,1262.9,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.8001,303.2,0.955,100,1259.3,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.8001,308.2,0.955,100,1256,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.8001,313.2,0.955,100,1251.4,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.9001,293.2,0.955,100,1251.7,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.9001,298.2,0.955,100,1248.1,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.9001,303.2,0.955,100,1244.4,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.9001,308.2,0.955,100,1240.5,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,0.9001,313.2,0.955,100,1235.4,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,1,293.2,0.955,100,1238.5,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,1,298.2,0.955,100,1234.9,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,1,303.2,0.955,100,1231.6,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,1,308.2,0.955,100,1227.6,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
ZbJGs,1,313.2,0.955,100,1222.7,Zhang et al. (2018j),Density,Liquid,ABIrWy,CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-hexyl-3-methylimidazolium trifluoromethanesulfonate,AASskD,O=S(=O)(O)O,sulfuric acid,AADYJk,O,water
