setid,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UkVav,100,298.15,987.1,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,,,,
UkVav,100,303.15,984.1,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,,,,
UkVav,100,308.15,981.1,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,,,,
UkVav,100,313.15,978.1,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,,,,
UkVav,100,318.15,975,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,,,,
UkVav,100,323.15,972.1,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,,,,
UkVav,100,328.15,968.8,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,,,,
UkVav,100,333.15,966.1,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,,,,
UkVav,100,338.15,963,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,,,,
UkVav,100,343.15,960.1,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,,,,
UkVav,100,348.15,957.2,Alopina et al. (2023),Density,Liquid,AAxopW,CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],1-decyl-3-methylimidazolium chloride,,,,,,
