setid,"Temperature, K",Mole fraction of ethanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qEurR,308.15,0.5122,101,1070,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,308.15,0.6116,101,1031.5,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,308.15,0.7232,101,978.8,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,308.15,0.8109,101,928.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,308.15,0.9528,101,825.8,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,310.65,0.0543,101,1183.2,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,310.65,0.1051,101,1175,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,310.65,0.206,101,1153.5,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,310.65,0.3151,101,1128.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,310.65,0.4144,101,1100.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,310.65,0.5122,101,1068.2,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,310.65,0.6116,101,1029.7,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,310.65,0.7232,101,976.9,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,310.65,0.8109,101,926.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,310.65,0.9528,101,823.6,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,313.15,0.0543,101,1181.6,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,313.15,0.1051,101,1173.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,313.15,0.206,101,1151.9,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,313.15,0.3151,101,1126.5,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,313.15,0.4144,101,1098.7,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,313.15,0.5122,101,1066.5,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,313.15,0.6116,101,1027.9,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,313.15,0.7232,101,975,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,313.15,0.8109,101,924.5,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,313.15,0.9528,101,821.5,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,315.65,0.0543,101,1180.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,315.65,0.1051,101,1171.9,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,315.65,0.206,101,1150.3,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,315.65,0.3151,101,1124.9,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,315.65,0.4144,101,1097.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,315.65,0.5122,101,1064.8,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,315.65,0.6116,101,1026.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,315.65,0.7232,101,973.2,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,315.65,0.8109,101,922.5,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,315.65,0.9528,101,819.3,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,318.15,0.0543,101,1178.6,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,318.15,0.1051,101,1170.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,318.15,0.206,101,1148.8,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,318.15,0.3151,101,1123.2,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,318.15,0.4144,101,1095.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,318.15,0.5122,101,1063.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,318.15,0.6116,101,1024.3,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,318.15,0.7232,101,971.3,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,318.15,0.8109,101,920.5,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,318.15,0.9528,101,817.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,320.65,0.0543,101,1177.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
