setid,"Temperature, K",Mole fraction of ethanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qEurR,288.15,0.0543,101,1197.2,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,288.15,0.1051,101,1189.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,288.15,0.206,101,1167.8,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,288.15,0.3151,101,1142.7,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,288.15,0.4144,101,1115.3,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,288.15,0.5122,101,1083.6,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,288.15,0.6116,101,1045.7,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,288.15,0.7232,101,993.7,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,288.15,0.8109,101,943.8,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,288.15,0.9528,101,842.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,290.65,0.0543,101,1195.6,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,290.65,0.1051,101,1187.5,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,290.65,0.206,101,1166.2,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,290.65,0.3151,101,1141.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,290.65,0.4144,101,1113.6,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,290.65,0.5122,101,1081.9,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,290.65,0.6116,101,1043.9,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,290.65,0.7232,101,991.8,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,290.65,0.8109,101,941.9,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,290.65,0.9528,101,840.5,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,293.15,0.0543,101,1194.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,293.15,0.1051,101,1186,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,293.15,0.206,101,1164.6,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,293.15,0.3151,101,1139.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,293.15,0.4144,101,1112,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,293.15,0.5122,101,1080.2,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,293.15,0.6116,101,1042.2,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,293.15,0.7232,101,990,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,293.15,0.8109,101,940,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,293.15,0.9528,101,838.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,295.65,0.0543,101,1192.6,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,295.65,0.1051,101,1184.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,295.65,0.206,101,1163,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,295.65,0.3151,101,1137.8,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,295.65,0.4144,101,1110.3,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,295.65,0.5122,101,1078.5,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,295.65,0.6116,101,1040.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,295.65,0.7232,101,988.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,295.65,0.8109,101,938.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,295.65,0.9528,101,836.3,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,298.15,0.0543,101,1191,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,298.15,0.1051,101,1182.8,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,298.15,0.206,101,1161.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,298.15,0.3151,101,1136.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,298.15,0.4144,101,1108.7,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,298.15,0.5122,101,1076.8,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,298.15,0.6116,101,1038.6,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,298.15,0.7232,101,986.3,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,298.15,0.8109,101,936.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,298.15,0.9528,101,834.2,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,300.65,0.0543,101,1191,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,300.65,0.1051,101,1182.8,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,300.65,0.206,101,1161.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,300.65,0.3151,101,1136.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,300.65,0.4144,101,1108.7,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,300.65,0.5122,101,1076.8,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,300.65,0.6116,101,1038.6,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,300.65,0.7232,101,986.3,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,300.65,0.8109,101,936.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,300.65,0.9528,101,834.2,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,303.15,0.0543,101,1187.9,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,303.15,0.1051,101,1179.7,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,303.15,0.206,101,1158.2,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,303.15,0.3151,101,1132.9,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,303.15,0.4144,101,1105.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,303.15,0.5122,101,1073.4,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,303.15,0.6116,101,1035.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,303.15,0.7232,101,982.5,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,303.15,0.8109,101,932.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,303.15,0.9528,101,830,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,305.65,0.0543,101,1186.3,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,305.65,0.1051,101,1178.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,305.65,0.206,101,1156.6,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,305.65,0.3151,101,1131.3,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,305.65,0.4144,101,1103.7,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,305.65,0.5122,101,1071.7,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,305.65,0.6116,101,1033.3,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,305.65,0.7232,101,980.7,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,305.65,0.8109,101,930.2,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,305.65,0.9528,101,827.9,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,308.15,0.0543,101,1184.8,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,308.15,0.1051,101,1176.6,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,308.15,0.206,101,1155,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,308.15,0.3151,101,1129.7,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
qEurR,308.15,0.4144,101,1102.1,Barros et al. (2018),Density,Liquid,AAIsrh,CCO,ethanol,AAdDEB,CC(O)C(=O)[O-].[NH3+]CCO,2-hydroxyethylammonium lactate,,,
