setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IfZlz,303.15,0.2966,100,1101,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,303.15,0.3896,100,1101,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,303.15,0.4844,100,1100,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,303.15,0.5796,100,1099,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,303.15,0.6809,100,1098,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,303.15,0.7657,100,1097,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,303.15,0.8622,100,1096,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,303.15,0.946,100,1095,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,308.15,0,100,994,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,308.15,0.0499,100,1036,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,308.15,0.1055,100,1067,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,308.15,0.1515,100,1082,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,308.15,0.1944,100,1089,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,308.15,0.2487,100,1096,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,308.15,0.2966,100,1098,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,308.15,0.3896,100,1098,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,308.15,0.4844,100,1097,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,308.15,0.5796,100,1096,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,308.15,0.6809,100,1095,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,308.15,0.7657,100,1094,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,308.15,0.8622,100,1093,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,308.15,0.946,100,1092,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,313.15,0,100,992,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,313.15,0.0499,100,1033,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,313.15,0.1055,100,1064,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,313.15,0.1515,100,1078,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,313.15,0.1944,100,1086,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,313.15,0.2487,100,1093,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,313.15,0.2966,100,1095,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,313.15,0.3896,100,1095,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,313.15,0.4844,100,1094,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,313.15,0.5796,100,1093,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,313.15,0.6809,100,1092,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,313.15,0.7657,100,1091,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,313.15,0.8622,100,1090,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,313.15,0.946,100,1089,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,318.15,0,100,990,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,318.15,0.0499,100,1031,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,318.15,0.1055,100,1061,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,318.15,0.1515,100,1075,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,318.15,0.1944,100,1082,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,318.15,0.2487,100,1090,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,318.15,0.2966,100,1092,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,318.15,0.3896,100,1092,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,318.15,0.4844,100,1091,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,318.15,0.5796,100,1090,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,318.15,0.6809,100,1089,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,318.15,0.7657,100,1088,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,318.15,0.8622,100,1087,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,318.15,0.946,100,1086,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,323.15,0,100,988,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,323.15,0.0499,100,1028,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,323.15,0.1055,100,1057,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,323.15,0.1515,100,1072,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,323.15,0.1944,100,1079,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,323.15,0.2487,100,1086,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,323.15,0.2966,100,1089,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,323.15,0.3896,100,1089,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,323.15,0.4844,100,1088,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,323.15,0.5796,100,1087,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,323.15,0.6809,100,1086,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,323.15,0.7657,100,1085,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,323.15,0.8622,100,1084,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,323.15,0.946,100,1083,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,328.15,0,100,986,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,328.15,0.0499,100,1024,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,328.15,0.1055,100,1054,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,328.15,0.1515,100,1068,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,328.15,0.1944,100,1075,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,328.15,0.2487,100,1083,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,328.15,0.2966,100,1086,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,328.15,0.3896,100,1086,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,328.15,0.4844,100,1085,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,328.15,0.5796,100,1084,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,328.15,0.6809,100,1083,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,328.15,0.7657,100,1082,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,328.15,0.8622,100,1081,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,328.15,0.946,100,1080,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,333.15,0,100,983,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,333.15,0.0499,100,1019,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,333.15,0.1055,100,1051,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,333.15,0.1515,100,1065,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,333.15,0.1944,100,1072,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,333.15,0.2487,100,1080,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,333.15,0.2966,100,1082,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,333.15,0.3896,100,1083,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,333.15,0.4844,100,1082,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,333.15,0.5796,100,1081,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,333.15,0.6809,100,1080,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,333.15,0.7657,100,1079,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,333.15,0.8622,100,1078,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,333.15,0.946,100,1077,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,338.15,0,100,980,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,338.15,0.0499,100,1015,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,338.15,0.1055,100,1047,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,338.15,0.1515,100,1061,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,338.15,0.1944,100,1069,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,338.15,0.2487,100,1077,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,338.15,0.2966,100,1079,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,338.15,0.3896,100,1079,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,338.15,0.4844,100,1079,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,338.15,0.5796,100,1078,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,338.15,0.6809,100,1077,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,338.15,0.7657,100,1076,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,338.15,0.8622,100,1075,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,338.15,0.946,100,1074,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
IfZlz,343.15,0,100,978,Krolikowska et al. (2021c),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AADYJk,O,water,,,
