setid,"Temperature, K","Pressure, kPa",Mole fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AOjsJ,298.15,100,0.818,901.6,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,
AOjsJ,303.15,100,0.818,898.3,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,
AOjsJ,308.15,100,0.818,895,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,
AOjsJ,313.15,100,0.818,891.7,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,
AOjsJ,318.15,100,0.818,888.4,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,
AOjsJ,323.15,100,0.818,885.1,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,
AOjsJ,328.15,100,0.818,881.8,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,
AOjsJ,333.15,100,0.818,878.5,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,
AOjsJ,338.15,100,0.818,875.2,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,
AOjsJ,343.15,100,0.818,871.9,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,
AOjsJ,348.15,100,0.818,868.6,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,
AOjsJ,353.15,100,0.818,865.3,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,
AOjsJ,358.15,100,0.818,862,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,
AOjsJ,363.15,100,0.818,858.6,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ABvtRE,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],trihexyl(tetradecyl)phosphonium chloride,,,
