setid,Mole fraction of cyclohexane,Mole fraction of benzene,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gqQIa,0,0.591,298.15,101.325,1104.8,Gonzalez et al. (2010h),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
gqQIa,0.003,0.539,298.15,101.325,1116.5,Gonzalez et al. (2010h),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
gqQIa,0.011,0.393,298.15,101.325,1151.1,Gonzalez et al. (2010h),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
gqQIa,0.013,0.442,298.15,101.325,1140.7,Gonzalez et al. (2010h),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
gqQIa,0.016,0.095,298.15,101.325,1203.3,Gonzalez et al. (2010h),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
gqQIa,0.016,0.29,298.15,101.325,1171.4,Gonzalez et al. (2010h),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
gqQIa,0.017,0.188,298.15,101.325,1189.1,Gonzalez et al. (2010h),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
gqQIa,0.017,0.21,298.15,101.325,1186.1,Gonzalez et al. (2010h),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
gqQIa,0.021,0.148,298.15,101.325,1195.9,Gonzalez et al. (2010h),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
gqQIa,0.023,0,298.15,101.325,1215.7,Gonzalez et al. (2010h),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
gqQIa,0.026,0.051,298.15,101.325,1209.1,Gonzalez et al. (2010h),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
gqQIa,0.027,0.076,298.15,101.325,1205.5,Gonzalez et al. (2010h),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAvdhf,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,1-ethyl-3-methylpyridinium ethylsulfate
