setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XoSoc,293.15,0.0477,101.3,1084.8,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,293.15,0.1033,101.3,1138.7,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,293.15,0.2048,101.3,1184.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,293.15,0.2943,101.3,1203.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,293.15,0.3847,101.3,1214.7,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,293.15,0.4774,101.3,1222.5,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,293.15,0.5797,101.3,1228.5,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,293.15,0.6632,101.3,1232,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,293.15,0.8092,101.3,1236.6,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,293.15,0.907,101.3,1238.9,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,298.15,0.0477,101.3,1082.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,298.15,0.1033,101.3,1135.4,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,298.15,0.2048,101.3,1180.8,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,298.15,0.2943,101.3,1199.8,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,298.15,0.3847,101.3,1211.3,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,298.15,0.4774,101.3,1219.1,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,298.15,0.5797,101.3,1225,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,298.15,0.6632,101.3,1228.6,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,298.15,0.8092,101.3,1233.2,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,298.15,0.907,101.3,1235.5,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,303.15,0.0477,101.3,1079.6,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
XoSoc,303.15,0.1033,101.3,1132.1,Garcia-Miaja et al. (2009a),Density,Liquid,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
