setid,"Temperature, K",Mole fraction of 1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qQPsp,303.15,0.0998,100,951,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,303.15,0.2001,100,1014,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,303.15,0.2999,100,1044.7,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,303.15,0.4002,100,1064.1,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,303.15,0.5001,100,1077.6,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,303.15,0.6001,100,1087.6,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,303.15,0.7003,100,1095.3,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,303.15,0.8002,100,1101.1,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,303.15,0.8991,100,1105.1,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,303.15,1,100,1107.6,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,313.15,0,100,772.4,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,313.15,0.0998,100,944,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,313.15,0.2001,100,1007.7,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,313.15,0.2999,100,1038.5,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,313.15,0.4002,100,1058.2,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,313.15,0.5001,100,1071.9,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,313.15,0.6001,100,1082.1,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,313.15,0.7003,100,1089.8,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,313.15,0.8002,100,1095.7,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,313.15,0.8991,100,1100,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,313.15,1,100,1102.1,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,323.15,0,100,762.7,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,323.15,0.0998,100,937.1,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,323.15,0.2001,100,1001.3,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,323.15,0.2999,100,1032,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,323.15,0.4002,100,1052.1,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,323.15,0.5001,100,1066.1,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,323.15,0.6001,100,1076.4,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,323.15,0.7003,100,1084.3,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,323.15,0.8002,100,1090.4,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,323.15,0.8991,100,1094.7,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,323.15,1,100,1096.7,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,333.15,0,100,752.9,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,333.15,0.0998,100,930.1,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,333.15,0.2001,100,994.3,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,333.15,0.2999,100,1025.8,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,333.15,0.4002,100,1046.1,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,333.15,0.5001,100,1060.3,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,333.15,0.6001,100,1070.8,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,333.15,0.7003,100,1078.8,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,333.15,0.8002,100,1085,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,333.15,0.8991,100,1089.6,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
qQPsp,333.15,1,100,1091.4,Yang and Fang (2019),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAGIBL,CO,methanol,,,
