setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FvqtG,298,0,101.3,806,Alkhaldi et al. (2017a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
FvqtG,298,0.041,101.3,843,Alkhaldi et al. (2017a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
FvqtG,298,0.219,101.3,976,Alkhaldi et al. (2017a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
FvqtG,298,0.417,101.3,1087,Alkhaldi et al. (2017a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
FvqtG,298,0.571,101.3,1156,Alkhaldi et al. (2017a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
FvqtG,298,0.731,101.3,1214,Alkhaldi et al. (2017a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
FvqtG,298,0.909,101.3,1268,Alkhaldi et al. (2017a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
FvqtG,298,1,101.3,1292,Alkhaldi et al. (2017a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
FvqtG,303,0,101.3,802,Alkhaldi et al. (2017a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
FvqtG,303,0.041,101.3,839,Alkhaldi et al. (2017a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
