setid,"MolaRity of N-(2-hydroxyethyl)-N,N-dimethylpropanaminium bromide, mol/dm3","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zbONP,0.1158,101,298.15,1007.9,Domanska et al. (2008d),Density,Liquid,AADYJk,O,water,AAopKM,CCC[N+](C)(C)CCO.[Br-],"N-(2-hydroxyethyl)-N,N-dimethylpropanaminium bromide",,,
zbONP,0.2513,101,298.15,1008.4,Domanska et al. (2008d),Density,Liquid,AADYJk,O,water,AAopKM,CCC[N+](C)(C)CCO.[Br-],"N-(2-hydroxyethyl)-N,N-dimethylpropanaminium bromide",,,
zbONP,0.5101,101,298.15,1019,Domanska et al. (2008d),Density,Liquid,AADYJk,O,water,AAopKM,CCC[N+](C)(C)CCO.[Br-],"N-(2-hydroxyethyl)-N,N-dimethylpropanaminium bromide",,,
