setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
omDxd,0.02318,298.15,101,1201.32,Stoppa et al. (2009),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
omDxd,0.04836,298.15,101,1202.51,Stoppa et al. (2009),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
omDxd,0.1028,298.15,101,1204.3,Stoppa et al. (2009),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
omDxd,0.1601,298.15,101,1205.43,Stoppa et al. (2009),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
omDxd,0.2277,298.15,101,1206.17,Stoppa et al. (2009),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
omDxd,0.3056,298.15,101,1206.51,Stoppa et al. (2009),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
omDxd,0.407,298.15,101,1206.4,Stoppa et al. (2009),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
omDxd,0.5126,298.15,101,1206,Stoppa et al. (2009),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
omDxd,0.6192,298.15,101,1205.5,Stoppa et al. (2009),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
omDxd,0.7173,298.15,101,1204.4,Stoppa et al. (2009),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
omDxd,0.8497,298.15,101,1203.4,Stoppa et al. (2009),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
