setid,Mole fraction of 1-butyl-4-methylpyridinium tetrafluoroborate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DzoPT,0.0327,101,298.15,1922.2,Navas et al. (2011),Density,Liquid,AAmqoP,BrCCCBr,"1,3-dibromopropane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
DzoPT,0.0982,101,298.15,1832.8,Navas et al. (2011),Density,Liquid,AAmqoP,BrCCCBr,"1,3-dibromopropane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
DzoPT,0.1406,101,298.15,1779.9,Navas et al. (2011),Density,Liquid,AAmqoP,BrCCCBr,"1,3-dibromopropane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
DzoPT,0.2153,101,298.15,1695,Navas et al. (2011),Density,Liquid,AAmqoP,BrCCCBr,"1,3-dibromopropane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
DzoPT,0.2671,101,298.15,1641.9,Navas et al. (2011),Density,Liquid,AAmqoP,BrCCCBr,"1,3-dibromopropane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
DzoPT,0.3157,101,298.15,1595,Navas et al. (2011),Density,Liquid,AAmqoP,BrCCCBr,"1,3-dibromopropane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
DzoPT,0.3692,101,298.15,1548.8,Navas et al. (2011),Density,Liquid,AAmqoP,BrCCCBr,"1,3-dibromopropane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
DzoPT,0.4211,101,298.15,1506.5,Navas et al. (2011),Density,Liquid,AAmqoP,BrCCCBr,"1,3-dibromopropane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
DzoPT,0.4886,101,298.15,1455.8,Navas et al. (2011),Density,Liquid,AAmqoP,BrCCCBr,"1,3-dibromopropane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
DzoPT,0.5525,101,298.15,1411.7,Navas et al. (2011),Density,Liquid,AAmqoP,BrCCCBr,"1,3-dibromopropane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
DzoPT,0.6247,101,298.15,1366.2,Navas et al. (2011),Density,Liquid,AAmqoP,BrCCCBr,"1,3-dibromopropane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
DzoPT,0.7054,101,298.15,1319.82,Navas et al. (2011),Density,Liquid,AAmqoP,BrCCCBr,"1,3-dibromopropane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
DzoPT,0.7987,101,298.15,1271.6,Navas et al. (2011),Density,Liquid,AAmqoP,BrCCCBr,"1,3-dibromopropane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
DzoPT,0.8969,101,298.15,1225.81,Navas et al. (2011),Density,Liquid,AAmqoP,BrCCCBr,"1,3-dibromopropane",AAtevY,CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,1-butyl-4-methylpyridinium tetrafluoroborate,,,
