setid,Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KLxie,0.0523,293.15,101,883.9,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.0523,298.15,101,879.6,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.0523,303.15,101,875.3,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.0523,308.15,101,871,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.0523,313.15,101,866.7,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.0523,318.15,101,862.2,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.1,293.15,101,953,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.1,298.15,101,948.7,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.1,303.15,101,944.4,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.1,308.15,101,940.2,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.1,313.15,101,935.8,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.1,318.15,101,931.4,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.1959,293.15,101,1059.7,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.1959,298.15,101,1055.4,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.1959,303.15,101,1051.1,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.1959,308.15,101,1046.8,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.1959,313.15,101,1042.5,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.1959,318.15,101,1038.1,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.2927,293.15,101,1138.5,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.2927,298.15,101,1134.1,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.2927,303.15,101,1129.8,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.2927,308.15,101,1125.6,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.2927,313.15,101,1121.3,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.2927,318.15,101,1116.9,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.3819,293.15,101,1194.5,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.3819,298.15,101,1190.2,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.3819,303.15,101,1185.9,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.3819,308.15,101,1181.6,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.3819,313.15,101,1177.3,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
KLxie,0.3819,318.15,101,1173,Garcia-Miaja et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
