setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ediLF,298.15,0,100,1095.37,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.0164,100,1099.53,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.0398,100,1105.34,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.0602,100,1110.28,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.0941,100,1118.45,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.1236,100,1125.3,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.1519,100,1131.81,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.2143,100,1145.74,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.2927,100,1162.58,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.3737,100,1179.28,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.4429,100,1192.96,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.5298,100,1209.4,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.6072,100,1223.31,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.6927,100,1237.7,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.7486,100,1246.55,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
ediLF,298.15,0.8263,100,1258.05,Govinda et al. (2013c),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
