setid,Mole fraction of octane,Mole fraction of toluene,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hggJp,0.001,0.187,298.15,1202.5,Gonzalez et al. (2011b),Density,Liquid mixture 1,Liquid mixture 2,,3,AARlpN,Cc1ccccc1,toluene,AAVyLr,CCCCCCCC,octane
hggJp,0.002,0.138,298.15,1211.4,Gonzalez et al. (2011b),Density,Liquid mixture 1,Liquid mixture 2,,3,AARlpN,Cc1ccccc1,toluene,AAVyLr,CCCCCCCC,octane
hggJp,0.003,0.06,298.15,1226,Gonzalez et al. (2011b),Density,Liquid mixture 1,Liquid mixture 2,,3,AARlpN,Cc1ccccc1,toluene,AAVyLr,CCCCCCCC,octane
