setid,"Temperature, K","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XakaK,318.3,7.8e-05,Shiflett and Yokozeki (2006a),Density,Liquid mixture 2,Liquid mixture 1,,,Gas,,3,AAMkhx,CC(F)F,"1,1-difluoroethane"
XakaK,333.8,7.66e-05,Shiflett and Yokozeki (2006a),Density,Liquid mixture 2,Liquid mixture 1,,,Gas,,3,AAMkhx,CC(F)F,"1,1-difluoroethane"
XakaK,354.9,7.86e-05,Shiflett and Yokozeki (2006a),Density,Liquid mixture 2,Liquid mixture 1,,,Gas,,3,AAMkhx,CC(F)F,"1,1-difluoroethane"
