setid,"Temperature, K","Moles per mass of solution: tetrabutylammonium perchlorate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DKebB,298.15,0.0671,101,1064.77,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,298.15,0.0772,101,1064.83,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,298.15,0.08702,101,1064.88,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,298.15,0.09677,101,1064.93,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,298.15,0.1059,101,1064.97,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,298.15,0.1185,101,1065.03,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,298.15,0.1384,101,1065.12,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,298.15,0.1594,101,1065.19,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,298.15,0.1774,101,1065.25,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,298.15,0.1925,101,1065.29,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,303.15,0.03856,101,1059.63,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,303.15,0.04779,101,1059.71,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,303.15,0.05754,101,1059.79,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,303.15,0.0671,101,1059.85,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,303.15,0.0772,101,1059.92,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,303.15,0.08702,101,1059.98,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,303.15,0.09677,101,1060.04,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,303.15,0.1059,101,1060.09,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,303.15,0.1185,101,1060.17,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,303.15,0.1384,101,1060.27,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,303.15,0.1594,101,1060.36,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,303.15,0.1774,101,1060.44,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,303.15,0.1925,101,1060.49,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
