setid,"Temperature, K","Moles per mass of solution: tetrabutylammonium perchlorate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DKebB,293.15,0.03856,101,1069.55,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,293.15,0.04779,101,1069.61,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,293.15,0.05754,101,1069.67,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,293.15,0.0671,101,1069.71,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,293.15,0.0772,101,1069.76,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,293.15,0.08702,101,1069.8,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,293.15,0.09677,101,1069.85,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,293.15,0.1059,101,1069.88,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,293.15,0.1185,101,1069.92,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,293.15,0.1384,101,1069.99,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,293.15,0.1594,101,1070.04,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,293.15,0.1774,101,1070.08,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,293.15,0.1925,101,1070.11,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,298.15,0.03856,101,1064.58,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,298.15,0.0463,101,1064.63,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
DKebB,298.15,0.05754,101,1064.71,Krakowiak et al. (2000),Density,Liquid,AAjBXh,CCOP(=O)(OCC)OCC,triethyl phosphate,ABNnlj,CCCC[N+](CCCC)(CCCC)CCCC.[O-]Cl(=O)(=O)=O,tetrabutylammonium perchlorate,,,
