setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fxlfZ,278.15,0,101,815.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,278.15,0.0498,101,880.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,278.15,0.1003,101,934,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,278.15,0.1501,101,977.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,278.15,0.1998,101,1015.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,278.15,0.3004,101,1075.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,278.15,0.4013,101,1122.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,278.15,0.5002,101,1158.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,278.15,0.5991,101,1188,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,278.15,0.7006,101,1213.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,278.15,0.8,101,1233.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,278.15,0.8511,101,1243.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,278.15,0.8992,101,1251.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,278.15,0.9496,101,1259.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,278.15,1,101,1267.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,0,101,807.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,0.0498,101,872.5,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,0.1003,101,926,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,0.1501,101,970,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,0.1998,101,1007.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,0.3004,101,1067.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,0.4013,101,1114.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,0.5002,101,1150.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,0.5991,101,1180.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,0.7006,101,1205.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,0.8,101,1226.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,0.8511,101,1235.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,0.8992,101,1244.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,0.9496,101,1252.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,288.15,1,101,1259.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,0,101,799.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,0.0498,101,864.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,0.1003,101,918.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,0.1501,101,962.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,0.1998,101,999.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,0.3004,101,1060.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,0.4013,101,1106.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,0.5002,101,1143.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,0.5991,101,1172.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,0.7006,101,1198.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,0.8,101,1219,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,0.8511,101,1228.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,0.8992,101,1236.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,0.9496,101,1244.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,298.15,1,101,1252.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,0,101,791.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,0.0498,101,856.5,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,0.1003,101,910.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,0.1501,101,954.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,0.1998,101,991.5,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,0.3004,101,1052.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,0.4013,101,1099.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,0.5002,101,1135.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,0.5991,101,1165.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,0.7006,101,1190.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,0.8,101,1211.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,0.8511,101,1221.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,0.8992,101,1229.5,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,0.9496,101,1237.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,308.15,1,101,1245,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,0,101,783.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,0.0498,101,848.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,0.1003,101,902.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,0.1501,101,946.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,0.1998,101,983.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,0.3004,101,1044.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,0.4013,101,1091.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,0.5002,101,1128.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,0.5991,101,1158,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,0.7006,101,1183.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,0.8,101,1204.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,0.8511,101,1213.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,0.8992,101,1222.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,0.9496,101,1230.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,318.15,1,101,1237.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,0,101,774.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,0.0498,101,840.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,0.1003,101,893.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,0.1501,101,938.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,0.1998,101,975.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,0.3004,101,1036.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,0.4013,101,1084,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,0.5002,101,1120.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,0.5991,101,1150.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,0.7006,101,1176.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,0.8,101,1197.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,0.8511,101,1206.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,0.8992,101,1215.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,0.9496,101,1223.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,328.15,1,101,1230.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,338.15,0,101,766.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,338.15,0.0498,101,831.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,338.15,0.1003,101,885.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,338.15,0.1501,101,930,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,338.15,0.1998,101,967.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,338.15,0.3004,101,1029.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,338.15,0.4013,101,1076.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
fxlfZ,338.15,0.5002,101,1113.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcLI,CCCO,propan-1-ol,,,
