setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xCbZn,298.15,0,100,786.884,Anwar and Riyazuddeen (2017),Density,Liquid,AAGIBL,CO,methanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
xCbZn,298.15,0.1067,100,961.6,Anwar and Riyazuddeen (2017),Density,Liquid,AAGIBL,CO,methanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
xCbZn,298.15,0.1996,100,1042.5,Anwar and Riyazuddeen (2017),Density,Liquid,AAGIBL,CO,methanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
xCbZn,298.15,0.2919,100,1095.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAGIBL,CO,methanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
xCbZn,298.15,0.4021,100,1138.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAGIBL,CO,methanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
xCbZn,298.15,0.4918,100,1164.2,Anwar and Riyazuddeen (2017),Density,Liquid,AAGIBL,CO,methanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
xCbZn,298.15,0.609,100,1189,Anwar and Riyazuddeen (2017),Density,Liquid,AAGIBL,CO,methanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
xCbZn,298.15,0.7095,100,1204.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAGIBL,CO,methanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
xCbZn,298.15,0.8014,100,1216.6,Anwar and Riyazuddeen (2017),Density,Liquid,AAGIBL,CO,methanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
xCbZn,298.15,0.904,100,1227.5,Anwar and Riyazuddeen (2017),Density,Liquid,AAGIBL,CO,methanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
