setid,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xsPJg,0.0523,288.15,100,1027.5,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
xsPJg,0.0523,293.15,100,1023,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
xsPJg,0.0523,298.15,100,1018.6,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
xsPJg,0.0523,303.15,100,1014.2,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
xsPJg,0.0523,308.15,100,1009.7,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
xsPJg,0.0523,313.15,100,1005.3,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
xsPJg,0.0523,318.15,100,1000.8,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
xsPJg,0.1111,288.15,100,1062.1,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
xsPJg,0.1111,293.15,100,1057.7,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
xsPJg,0.1111,298.15,100,1053.3,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAZpai,CCOCCOCCO,"3,6-dioxa-1-octanol",,,
