setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QQvxj,278.15,0.0499,101,892.8,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,278.15,0.1,101,965.56,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,278.15,0.1503,101,1025.77,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,278.15,0.1999,101,1075.78,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,278.15,0.3009,101,1156.45,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,278.15,0.4001,101,1216.2,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,278.15,0.5015,101,1264.2,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,278.15,0.5932,101,1299.4,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,278.15,0.6928,101,1331.1,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,278.15,0.802,101,1359.8,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,278.15,0.8517,101,1371.2,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,278.15,0.9017,101,1382,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,278.15,0.9492,101,1391.4,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,288.15,0.0499,101,884.25,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,288.15,0.1,101,956.95,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,288.15,0.1503,101,1017.12,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,288.15,0.1999,101,1067.12,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
QQvxj,288.15,0.3009,101,1147.78,Vercher et al. (2007),Density,Liquid,AAIsrh,CCO,ethanol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
