setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NeVsM,298.15,0,101,1044,Bhanuprakash et al. (2016),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
NeVsM,298.15,0.0217,101,1068.7,Bhanuprakash et al. (2016),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
NeVsM,298.15,0.0454,101,1091.3,Bhanuprakash et al. (2016),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
NeVsM,298.15,0.0999,101,1130.6,Bhanuprakash et al. (2016),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
NeVsM,298.15,0.1664,101,1162.2,Bhanuprakash et al. (2016),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
NeVsM,298.15,0.2497,101,1188.6,Bhanuprakash et al. (2016),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
NeVsM,298.15,0.3568,101,1213.2,Bhanuprakash et al. (2016),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
NeVsM,298.15,0.4996,101,1238.2,Bhanuprakash et al. (2016),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
NeVsM,298.15,0.6997,101,1263.3,Bhanuprakash et al. (2016),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
NeVsM,298.15,0.8331,101,1274.8,Bhanuprakash et al. (2016),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
NeVsM,298.15,1,101,1286,Bhanuprakash et al. (2016),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
NeVsM,303.15,0,101,1038.3,Bhanuprakash et al. (2016),Density,Liquid,AALcAl,CC(=O)O,acetic acid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
