setid,"MolaLity of tetrapropylammonium bromide, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vhONW,0.05219,101,298,3.7,Barthel et al. (1999b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
vhONW,0.11458,101,298,7.9,Barthel et al. (1999b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
vhONW,0.2313,101,298,15.4,Barthel et al. (1999b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
vhONW,0.66293,101,298,40.1,Barthel et al. (1999b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
vhONW,1.25024,101,298,68.1,Barthel et al. (1999b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,
