setid,Mole fraction of propan-1-ol,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZJXKH,0.1139,0.8226,298.15,101,1047.1,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.1198,0.8735,298.15,101,959,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.128,0.6147,298.15,101,1148.6,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.1286,0.8573,298.15,101,969.7,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.1383,0.7759,298.15,101,1058.5,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.1467,0.8276,298.15,101,981.5,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.167,0.7932,298.15,101,994.9,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.1695,0.708,298.15,101,1074.5,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.1845,0.7571,298.15,101,1011.7,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.1909,0.7961,298.15,101,943.5,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.1971,0.1233,298.15,101,1192.3,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.2001,0.4034,298.15,101,1159.2,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.2061,0.2372,298.15,101,1179.8,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.2082,0.768,298.15,101,955.5,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.2141,0.7076,298.15,101,1021.6,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.2397,0.724,298.15,101,964,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.2412,0.5349,298.15,101,1102.2,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.2472,0.7471,298.15,101,911,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.2588,0.6318,298.15,101,1033.2,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.2591,0.7289,298.15,101,918.9,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.2669,0.6805,298.15,101,975.8,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.2888,0.6898,298.15,101,926.8,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.2998,0.3531,298.15,101,1124.7,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.2999,0.6304,298.15,101,984.8,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.304,0.208,298.15,101,1151.3,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.3161,0.6512,298.15,101,935.6,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.3408,0.6485,298.15,101,895.8,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.3494,0.5546,298.15,101,995.3,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.3498,0.4584,298.15,101,1057.5,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.3557,0.5981,298.15,101,942.8,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.3963,0.5436,298.15,101,948.7,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.3994,0.1795,298.15,101,1120.1,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.4188,0.5534,298.15,101,904.4,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.45,0.4688,298.15,101,957.3,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.4649,0.3772,298.15,101,1010.8,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.4746,0.5095,298.15,101,877,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.4954,0.2544,298.15,101,1050,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.5003,0.1493,298.15,101,1083,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.5062,0.4446,298.15,101,913.2,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.5658,0.403,298.15,101,882,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.5725,0.3013,298.15,101,967.8,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.596,0.2037,298.15,101,1007.6,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.6001,0.1195,298.15,101,1041.4,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.6559,0.2933,298.15,101,889.9,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.6642,0.2367,298.15,101,931.4,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.6982,0.1522,298.15,101,961.2,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.7013,0.0893,298.15,101,993.7,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.7206,0.2516,298.15,101,856.9,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.801,0.0595,298.15,101,938.8,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.8022,0.0997,298.15,101,910.1,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.8287,0.159,298.15,101,828.1,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.8979,0.0515,298.15,101,859.3,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
ZJXKH,0.9011,0.0296,298.15,101,875.3,Gonzalez et al. (2008c),Density,Liquid,AALcLI,CCCO,propan-1-ol,AADYJk,O,water,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
