setid,"Temperature, K",Mole fraction of 1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YqDhU,288.15,1,100,1348.9,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,293.15,0,100,785.1,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,293.15,0.0997,100,925,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,293.15,0.2004,100,1026.4,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,293.15,0.3004,100,1101.7,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,293.15,0.4003,100,1159.5,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,293.15,0.5004,100,1205.9,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,293.15,0.6008,100,1244,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,293.15,0.7,100,1275.2,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,293.15,0.7998,100,1301.9,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,293.15,0.9003,100,1325,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,293.15,1,100,1344.7,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,298.15,0,100,780.9,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,298.15,0.0997,100,920.8,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,298.15,0.2004,100,1022.1,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,298.15,0.3004,100,1097.4,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,298.15,0.4003,100,1155.3,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,298.15,0.5004,100,1201.6,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,298.15,0.6008,100,1239.8,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,298.15,0.7,100,1271,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,298.15,0.7998,100,1297.6,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,298.15,0.9003,100,1320.8,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,298.15,1,100,1340.4,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,303.15,0,100,776.6,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,303.15,0.0997,100,916.5,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,303.15,0.2004,100,1017.8,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,303.15,0.3004,100,1093.1,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,303.15,0.4003,100,1151,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,303.15,0.5004,100,1197.4,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,303.15,0.6008,100,1235.6,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,303.15,0.7,100,1266.8,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,303.15,0.7998,100,1293.4,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,303.15,0.9003,100,1316.5,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,303.15,1,100,1336.2,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,308.15,0,100,772.3,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,308.15,0.0997,100,912.2,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,308.15,0.2004,100,1013.5,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,308.15,0.3004,100,1088.8,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,308.15,0.4003,100,1146.7,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,308.15,0.5004,100,1193.1,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,308.15,0.6008,100,1231.3,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,308.15,0.7,100,1262.5,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,308.15,0.7998,100,1289.2,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,308.15,0.9003,100,1312.3,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,308.15,1,100,1332,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,313.15,0,100,767.8,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,313.15,0.0997,100,907.8,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,313.15,0.2004,100,1009.2,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,313.15,0.3004,100,1084.5,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,313.15,0.4003,100,1142.5,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,313.15,0.5004,100,1188.9,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,313.15,0.6008,100,1227.1,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,313.15,0.7,100,1258.3,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,313.15,0.7998,100,1285,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,313.15,0.9003,100,1308.1,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,313.15,1,100,1327.8,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,318.15,0,100,763.3,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,318.15,0.0997,100,903.4,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,318.15,0.2004,100,1004.9,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,318.15,0.3004,100,1080.2,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,318.15,0.4003,100,1138.2,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,318.15,0.5004,100,1184.7,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,318.15,0.6008,100,1222.9,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,318.15,0.7,100,1254.2,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,318.15,0.7998,100,1280.8,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,318.15,0.9003,100,1304,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
YqDhU,318.15,1,100,1323.6,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
