setid,"MolaRity of N,N,N-triheptyl-1-heptanaminium bromide, mol/dm3","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AfHXE,0.0193,101.3,298,937.15,Das et al. (2003a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
AfHXE,0.03858,101.3,298,938.14,Das et al. (2003a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
AfHXE,0.06003,101.3,298,939.18,Das et al. (2003a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
AfHXE,0.0793,101.3,298,940.1,Das et al. (2003a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
AfHXE,0.0986,101.3,298,940.98,Das et al. (2003a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
AfHXE,0.12001,101.3,298,941.93,Das et al. (2003a),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
