setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NDSxm,293.15,0.1219,101,1013.9,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.1776,101,1043.45,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.2341,101,1071.82,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.2778,101,1092.5,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.3209,101,1111.8,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.3721,101,1133.1,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.4232,101,1152.8,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.4727,101,1170.3,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.5217,101,1186.1,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.5742,101,1201.4,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.6217,101,1214,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.6724,101,1226.1,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.7228,101,1237,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.7725,101,1246.7,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.8216,101,1255.5,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
NDSxm,293.15,0.8741,101,1264.3,Solanki et al. (2013),Density,Liquid,AARvRf,Cc1ccccn1,2-methylpyridine,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
